article_id,category,sort_order,title,desc,read_time_min,related_task_ids,body_md,subcategory
LIB-033,funeral,40,散骨・樹木葬・永代供養という選択,「お墓を持たない」選択肢,3,,"お墓を継ぐ人がいない、遠方で管理が難しい。そんな理由から、お墓を持たない選択をするご家庭が増えています。

## 散骨と樹木葬

**散骨** は、海や山に粉末化した遺骨をまく方法。法律的には「葬送のため節度をもって」行えば違法ではありませんが、自治体条例で禁止されている場所もあるため、業者に依頼するのが安心です（5〜30万円）。

**樹木葬** は、木の根元などに埋葬する自然志向の方法。費用は5〜100万円と幅広く、無宗教でも対応可能です。

## 永代供養と納骨堂

**永代供養** は、寺院や霊園が代々供養してくれる仕組み（10〜100万円）。**納骨堂** は屋内施設で、天候に左右されず参拝しやすいのが特徴です（30〜200万円）。

## 契約前の注意

「永代」と謳いつつ実際は33回忌までなど期限がある場合もあります。契約書を必ず確認してください。

> 「お墓は要らない」は、最近は珍しい選択ではありません。家族で話し合って、納得のいく形を選んでください。
",mem
LIB-034,admin,110,死亡退職金・弔慰金の請求,勤務先に問合せ,2,RN-D7-14;RN-D14-42;RN-D14-43,"死亡退職金や弔慰金は、会社が遺族に支払うお金です。**請求しないと支払われない** こともあるので、必ず勤務先に確認してください。

## 問合せ先と金額の目安

問合せ先は、勤務先の人事・総務部門。死亡退職金は退職金規程に基づき支給され、平均で月給の数か月分。弔慰金は、業務上の死亡なら給料の3年分、業務外なら半年分が目安です（中小企業では支給がないことも）。

## 必要書類と受取人

提出する書類は、死亡診断書のコピー、戸籍謄本、受取人の本人確認書類、振込先口座など。受取人は通常、配偶者→子→父母の順に優先されます。

## 税金の優遇

税金面では、死亡退職金は **500万円 × 法定相続人** まで非課税。弔慰金も業務上3年分まで（業務外は半年分まで）非課税です。

> 「いくら出るか」は会社次第。まず勤務先の総務部門に確認の電話をしてみてください。
",money
LIB-035,inheritance,30,法定相続情報証明制度の使い方,一覧図1枚で全手続き,3,RN-M3-03;RN-M3-07;RN-M10-05,"法定相続情報証明制度は、相続関係を1枚の図にまとめた「法定相続情報一覧図」を法務局が発行してくれる制度です。各種手続きで戸籍謄本の束を提出する必要がなくなり、何度も同じ戸籍を取り直す手間が省けます。

## 必要な準備

申請に必要なのは、故人の出生から死亡までの戸籍、相続人全員の戸籍、住民票、申出書、そして自分で作成した法定相続情報一覧図（法務局HPにExcelテンプレートあり、手書きでも可）。

## 申請先と費用

提出先は、故人の本籍地、最後の住所地、相続人の住所地、不動産の所在地のいずれかを管轄する法務局。**手数料は無料**、何枚でも発行できます。

## どこで使えるか

銀行・法務局・税務署・年金事務所など、ほぼすべての相続手続きで使えます。司法書士に依頼すれば1〜3万円で代行してくれます。

> 戸籍集めの時間と労力を考えると、この制度を使わない理由はありません。まず一覧図を作ることを最優先に。
",tax
LIB-036,inheritance,90,子どもがいない夫婦の相続,兄弟姉妹も相続人になる,3,,"子どもがいない夫婦の場合、配偶者と故人の親（または兄弟姉妹）が相続人になります。トラブル防止のため、生前からの備えが特に大切です。

## 法定相続分

法定相続分は、故人の親が存命なら配偶者2/3・親1/3。親がすでに亡くなり兄弟姉妹がいる場合は、配偶者3/4・兄弟姉妹1/4。日頃の付き合いがほとんどない兄弟姉妹にも、財産を渡す義務が生じることになります。

## 公正証書遺言で備える

備えの基本は、公正証書遺言で「**全財産を配偶者に相続させる**」と明記すること。兄弟姉妹には遺留分がないため、これだけで配偶者にすべて残せます（親が存命なら親に1/6の遺留分あり）。

## 保険・共有名義も活用

生命保険の受取人を配偶者に指定したり、自宅を共有名義にしたりするのも、確実に残すための方法です。

> 「子どもがいないから揉めない」は誤解です。むしろ疎遠な兄弟との調整が必要になります。生前からの備えを。
",spec
LIB-037,inheritance,120,認知症だった故人の財産,判断能力低下時の備え,3,,"故人が認知症だった場合、生前の契約や預金の動きをめぐって相続が複雑になることがあります。

## 「使い込み」と疑われないために

ありがちなのは、「家族が代理で預金を引き出していた」「介護費用を立て替えていた」というケース。他の相続人から「使い込み」と疑われないよう、**領収書と介護日誌** を保管しておくことが大切です。

## 寄与分の主張

長年介護してきた相続人は、「**寄与分**」として相続分が増えることがあります。介護日誌、医療費領収書、ケアマネジャーの記録などが証拠になります。

## 成年後見人がいた場合

成年後見人が選任されていた場合は、後見人が財産管理の記録を保管しています。家庭裁判所への報告書も入手できます。後見業務は故人の死亡で終了します。

> 介護で疲れていた家族には、複雑な相続手続きはさらに大変です。早めに弁護士・税理士に相談することをおすすめします。
",spec
LIB-038,bank,40,故人の株式・投資信託の相続,評価日と現金化のタイミング,3,RN-D14-10,"故人が保有していた株式・投資信託は、相続税の対象です。価格変動があるため、評価と手続きにコツが必要です。

## 手続きの流れ

まず証券会社に死亡を連絡し、相続人代表者の口座を開設して、故人の口座から移管します。必要書類は戸籍謄本一式、印鑑証明書、残高証明書（死亡日時点）など。

## 評価のコツ

相続税の評価は、死亡日の終値、または死亡月・前月・前々月の月平均のうち、**一番安い値** で計算できます。譲渡所得税の計算では、取得費は故人の購入価格を引き継ぎます。

## NISA口座は要注意

注意したいのは **NISA口座**。NISA は相続できず、一般口座に移管されて課税対象になります。早めの手続きが税金面で有利です。

中小企業の自社株を保有していた場合は、「事業承継税制」で相続税の納税猶予が受けられることがあるので、税理士に相談を。

> 株式市況によって評価額が大きく変わりますが、死亡日の終値で固定されるため、その後の値動きは相続税に影響しません。
",asset
LIB-039,bank,60,故人の住宅ローンが残っていたら,団信加入なら完済される,3,RN-M3-04,"住宅ローンを組んでいた場合、**団体信用生命保険（団信）** に加入していれば、ローン残高は0になります。これがあるかないかで、その後の生活設計が大きく変わります。

## まず団信の確認

まずは住宅ローンの契約書を確認するか、銀行に直接「団信加入していたか」を問合せてください。加入していれば、銀行に死亡診断書と戸籍謄本を提出し、保険会社の審査（1〜3か月）を経て、自動的に完済されます。

## 抵当権抹消登記

完済後は、抵当権抹消登記が別途必要です。司法書士に依頼すると2〜5万円、自分でやれば登録免許税1,000円程度です。

## 団信なしの場合

団信に加入していなかった場合や、フラット35の一部のみだった場合は、ローンが相続人に引き継がれます。返済が困難なら、相続放棄も選択肢に入ってきます。

> 住宅ローンがある状態で亡くなった場合、最初に「団信に入っていたか」を確認してください。これで人生設計が大きく変わります。
",asset
LIB-040,insurance,40,火災保険・自動車保険の手続き,名義変更 or 解約,2,RN-M10-07,"火災保険・自動車保険は、故人名義のままだと事故や災害時に保険金が下りないリスクがあります。早めに対応してください。

## 火災保険の対応

**火災保険** は、自宅を相続して住み続けるなら名義変更、売却・解体するなら解約。

## 自動車保険の対応

**自動車保険** は、配偶者・同居の親族なら等級を引き継いで名義変更が可能ですが、別居の子は引き継げず新規6等級スタートになります。

車を手放すなら、「**中断証明書**」を発行してもらってください。10年有効で、新車購入時に等級が復活します。等級が高い保険は資産価値があります。

## 自賠責保険

自賠責保険は車両に紐付くので、車の名義変更時に同時に手続きします。残期間がある場合は引き継ぎ可能です。

> 保険は「使うときに困らない」ためのもの。契約者死亡を理由とした名義変更は無料、手続きも簡単です。
",damage
LIB-041,pension,70,国民年金・厚生年金の未支給請求,亡くなった月までの年金,2,RN-D14-07,"故人が受給していた年金で、まだ受け取っていない分（**未支給年金**）は、遺族が請求できます。請求しないとそのまま消えてしまうお金です。

## 受け取れる範囲

死亡月までの年金分と、翌月15日に振り込まれる予定だった分が対象。受給できるのは、配偶者→子→父母→孫→祖父母→兄弟姉妹の順で、故人と **生計を同じくしていた** ことが条件です。

## 請求の流れ

年金事務所で「未支給年金請求書」を取り寄せ、故人の年金証書、戸籍謄本、住民票、振込先口座の通帳をそろえて提出します。約1〜2か月で振り込まれます。

## 期限と金額

期限は **5年以内**。タイミング次第で、月15万円受給だった方なら15〜30万円が振り込まれることもあります。

> 「故人がもらうはずだったお金」が手付かずで残っています。申請しないと消えてしまうので、忘れず請求してください。
",back
LIB-042,daily,40,配偶者居住権という制度,配偶者が自宅に住み続けられる権利,3,,"配偶者居住権は2020年から始まった制度で、故人の自宅に **配偶者が亡くなるまで（または期限を決めて）住み続けられる権利** です。

## 制度のしくみ

仕組みは、自宅の所有権を子へ、居住権を配偶者へ分けるというもの。配偶者は住み慣れた家を離れずに済み、預金など他の財産も相続しやすくなります。配偶者が亡くなると居住権は消滅し、子が完全な所有者になります（二次相続の節税効果も）。

## 設定の方法

設定は、遺言書で指定するか、遺産分割協議で合意するか、家庭裁判所の審判で決めます。評価が複雑なので、税理士・司法書士のサポートが必須です。

## 修繕や売却の取り扱い

通常の修繕費は配偶者負担、大規模修繕は所有者（子）負担というのが原則。売却したい場合は配偶者の同意が必要になります。

> 「自宅は残したい、でも預金も欲しい」という配偶者のニーズに応える制度。遺言書での明記が確実です。
",house
LIB-043,daily,100,お墓・仏壇を引き継ぐ・たたむ,継ぐ人がいない・遠方なら,3,,"お墓・仏壇は、継ぐ人がいなくなる前に、計画的な「墓じまい」「仏壇じまい」を考えるご家庭が増えています。

## 墓じまいの流れ

**墓じまい** は、改葬許可申請（自治体に申請、費用ほぼ無料）→遺骨の取り出し→墓石の撤去（1平米10〜15万円、標準的なお墓で15〜30万円）→お寺への離檀料（5〜30万円が目安、法的義務はない）という流れ。永代供養墓や樹木葬、散骨などへの移転先も同時に決めます。

## 仏壇じまいの流れ

**仏壇じまい** は、仏具店やお寺で「**閉眼供養（魂抜き）**」を依頼してから処分します。お布施は1〜5万円、仏壇処分は1〜10万円、位牌の永代供養は1〜5万円が目安。

## 親族との合意形成

親族間で揉めやすい場面なので、早めに合意形成を。「自分の代で」の方も、親が元気なうちから話しておくのがおすすめです。

> 墓じまいは「終わり」ではなく「新しい供養の形への移行」。家族で納得のいく形を選んでください。
",house
LIB-044,digital,20,パスワードがわからないときの対処,できる対処、できない対処,3,RN-D7-16,"故人のスマホ・PC・各種アカウントのパスワードがわからない——よくある悩みです。**できることとできないこと** を整理しておきましょう。

## まず探すべき場所

まず探したいのは、終活ノート、日記帳、手帳、机の引き出し、金庫・封筒、パスワードマネージャー（1Password、LastPass等）、ブラウザの保存パスワード。意外な場所に書き残されていることが多いです。

## デバイスごとの状況

iPhone のロックは、Apple Store でも開けられません。生前に「故人連絡先」を設定していなければ、データへのアクセスは困難です。Android はメーカー・機種次第。Windows PC は Microsoft アカウントでリセット可能、Mac は Apple ID でリセット可能なことが多いです。

## 諦めずに済むケース

銀行や保険会社、クレジットカード会社は、パスワードがなくても書類で相続手続きが進められます。一方、暗号資産の秘密鍵がない場合は、永久に取り出せません（LIB-059参照）。

> 全てを取り戻すことはできなくても、家族の繋がりは失われません。残されたメッセージや写真を大切に。
",device
LIB-045,grief,130,葬儀後の親族トラブルを防ぐコツ,「言った・言わない」を防ぐ,3,,"葬儀後に親族間で起きやすいトラブルは、**事前の話し合いと記録** で大半は防げます。

## 香典と葬儀費用の記録

香典は、必ず詳細に記録してください（金額・住所・氏名）。後日のお礼状や香典返しに使えるだけでなく、「誰が何を持ってきた」が明確になります。葬儀費用も領収書をすべて保管し、香典で賄われた分と差額を書面で共有すると安心です。

## 形見分けは丁寧に

形見分けは、親族で集まり、希望を聞いてから。「これがほしい」と言いやすい雰囲気を作ることが大切です。高価な品（ジュエリー等）は、遺産分割協議の中で決めましょう。

## 透明性が信頼を生む

凍結前の預金引出し（葬儀費用への充当）は、メモと領収書で透明化を。一人で相続放棄した場合は、必ず兄弟姉妹に連絡してください。「気づいたら借金を背負っていた」というトラブルが起きやすい場面です。

> 親族関係は財産より大切な「無形の遺産」。多少譲歩してでも、関係を保つ選択が長期的には正解です。
",time
LIB-046,admin,60,市役所のお悔やみコーナーをまず使う,まず「お悔やみコーナー」へ,3,RN-D7-06;RN-D14-01,"役所には「お悔やみコーナー」があります。ひとつの窓口で、複数の手続きをまとめて案内してもらえる仕組みです。

## まとめて済む手続き

国保・後期高齢者医療の資格喪失、介護保険被保険者証の返還、国民年金の手続き、印鑑登録の廃止、児童手当・障害者手帳の返還、葬祭費の申請——これらを一度の訪問で済ませられます。

## 利用の流れ

利用の流れは、役所に電話して「お悔やみコーナーを利用したい」と伝え、予約を取り、必要書類の案内を受けてから訪問する、というシンプルなもの。平日の午前中が空いていることが多く、1〜2時間の枠を確保しておくと安心です。

## 設置がない自治体では

設置していない自治体もあるので、まず電話で確認を。設置がない場合も、総合案内で「お悔やみ手続きをまとめて教えてほしい」と相談すれば、回るべき窓口を教えてくれます。

> 「ひとつの窓口で済む」のは、悲しみの中の遺族にとって何よりの救い。まず電話で問い合わせてみてください。
",start
LIB-047,admin,70,ひとり暮らしの方が亡くなったとき,身寄りの少ない方の手続き,4,RN-D14-60,"ひとり暮らしの方が亡くなったとき、家族や親族にかかる負担は通常より大きくなります。流れを知っておくと、混乱を減らせます。

## まず確認すること

まず確認したいのは、賃貸か持ち家か、ライフラインの契約名義、銀行口座とクレジットカード、かかりつけ医、通帳・保険証券・契約書類の保管場所。日頃から付き合いのあった近所の方の連絡先もあると心強いです。

## 賃貸住まいだった場合

賃貸の場合、大家・管理会社へ連絡して退去意思を伝え、残置物の処分は相続人の責任で行います。賃貸借契約も相続されるため、解約手続きが必要です。

## 葬儀の選択肢

葬儀は家族葬（50〜100万円）や直葬（15〜30万円）を選ぶ方が多くなっています。生活保護受給者なら葬祭扶助制度（事前申請が必須）も検討できます。

## 相続人がいないとき

法定相続人が見つからない場合、財産は最終的に国庫へ。内縁・親しい知人は「特別縁故者」として申立てが可能です。困ったら、市町村の福祉課や地域包括支援センターへ。

> 一人で抱え込まないでください。専門家・行政・地域の支援が必ずあります。
",spec
LIB-048,admin,90,自営業・個人事業主の方が亡くなったとき,事業の引継ぎと廃業,4,,"個人事業主の方が亡くなった場合、通常の死亡手続きに加えて、事業に関する手続きが発生します。

## 税務署への届出

税務署への届出として、廃業届出書（1か月以内）、給与支払事務所等の廃止届出書（従業員がいた場合）、**準確定申告**（4か月以内、LIB-028参照）が必要になります。

## 引き継ぐか廃業か

事業を引き継ぐ場合は、相続人による開業届の提出、屋号・許認可の引継ぎ、取引先への通知が中心。廃業する場合は、在庫・設備の処分、売掛金の回収、買掛金の支払、賃借物件の解約という流れになります。

## 従業員と保証債務

従業員がいた場合は、雇用保険・社会保険の事業所関連の届出と、解雇予告・退職金の支払い。会社の借入の連帯保証人になっていた場合、保証債務も相続されるので、相続放棄も含めて検討してください。

事業の規模に関わらず、税理士に早めに相談することで節税の機会を逃さずに済みます。

> 事業は「人生そのもの」。継ぐか・閉じるかの判断は、家族でじっくり話し合ってください。
",spec
LIB-049,funeral,70,四十九日法要の準備,会場・案内・引出物の段取り,4,,"四十九日法要は、忌明けの大切な節目。葬儀の慌ただしさが過ぎたあと、最初に訪れる本格的な法要です。

## 日程と場所

命日から49日目が原則ですが、平日になる場合は **前の土日に前倒し** するのが慣例。後ろ倒しは避けます。場所は、自宅、お寺、ホテル・式場のいずれか。お寺は移動が少なく、僧侶への配慮も少なくて済むので人気です。

## 案内と引出物

1か月前までに案内状を送り、出欠の返信期限は2週間前が目安。引出物は一人2,000〜5,000円程度、お茶・海苔・タオル・カタログギフトなどの「消えもの」が定番です。

## お布施の目安

お布施は3〜5万円、お車代5,000〜1万円、御膳料（会食を辞退された場合）5,000〜1万円が目安。納骨を同日に行う場合は、埋葬許可証の持参を忘れずに。

> 「正しい作法」より「家族で集まり、故人を偲ぶ時間」が大切。形式に気負わず、温かい時間を持ってください。
",mem
LIB-050,admin,100,法人代表者・役員が亡くなったときの手続き,会社・取引先への対応,4,,"法人の代表取締役や役員が亡くなった場合、会社の運営にも大きな影響が出ます。素早い対応が必要です。

## 役員変更登記が最優先

最優先は、**役員変更登記**（亡くなった日から2週間以内）。後任の代表者を選任し、登記します。司法書士に依頼するのが一般的です。

## 取引先と従業員への対応

主要取引先への連絡、契約書の名義変更、銀行への連絡（代表者印の変更等）も並行して進めます。従業員には全社員報告と業務分担の再確認を。

## 自社株と保証債務

故人が保有していた自社株は相続対象になります。中小企業では「**株式の集中**」が経営継続の鍵で、事業承継税制を活用すれば相続税の納税猶予が可能です。

故人が会社の借入の連帯保証人だった場合、保証債務も相続されるので、相続放棄も含めて検討してください。経営者保証ガイドラインの活用も視野に。

> 会社の規模が小さいほど、代表者の死は事業継続に直結します。日頃から後継者と業務情報を共有することが何よりの備えです。
",spec
LIB-051,inheritance,40,海外資産がある場合の相続,国ごとに手続きが大きく異なる,4,,"故人が海外に預金や不動産を持っていた場合、日本国内の手続きとは別に、その国の相続手続きが必要になります。

## まず資産の把握

まず確認するのは、どの国に、どんな資産があるか。通帳・証券・登記簿のコピーや、現地の代理人や顧問弁護士の有無を整理します。

## 国による手続きの違い

手続きは国によって大きく異なります。米国・英国は「**プロベート**」（裁判所手続き）が必要で、1〜2年、費用も100万円超になることが珍しくありません。アジア圏は国により多種多様。多くの国で共通して、死亡証明書と戸籍謄本の英訳・公証が求められます。

## 日本の相続税

海外資産も日本の相続税の対象です。海外で支払った税金は外国税額控除で調整できますが、国外財産調書の提出が必要なケースもあります。

国際相続に詳しい弁護士・司法書士と、現地弁護士の連携が不可欠です。早めに相談を始めてください。

> 海外資産は「日本の手続きが終わったら」では遅くなります。心当たりがあれば、相続発生直後に専門家へ。
",spec
LIB-052,inheritance,130,遺産分割で揉めたとき：調停・審判の流れ,話し合いで決まらないとき,4,RN-M3-11,"相続人同士で話し合っても遺産分割が決まらないとき、家庭裁判所の手続きが選択肢になります。

## まず遺産分割調停

まず行うのが「**遺産分割調停**」。家庭裁判所に申立てると、調停委員（中立な第三者）が入って話し合いを仲介してくれます。月1回程度、平日に裁判所に行く必要があり、解決まで半年〜1年が目安です。

## 不調なら審判へ

調停がまとまらないと、自動的に「審判」へ。裁判官が法定相続分に基づいて判断するため、当事者の希望は通りにくくなります。

## 費用と弁護士

申立費用は1,200円と郵便切手代のみ。弁護士に依頼する場合は、着手金30〜50万円、報酬は遺産額の3〜10%が相場です。

調停中は遺産が動かせず、預金引出しに全員の同意が必要になります。揉めた相続は10年単位で関係が壊れることが多いので、「妥協して早く終わらせる」も立派な選択です。

> 揉めごとを避けるためには、生前の話し合いと遺言書が何よりの備えです。事後の調停は、家族の関係まで壊しかねません。
",div
LIB-053,inheritance,140,同性パートナー・事実婚の財産承継,法律婚以外のパートナーが備えること,4,,"2026年現在、日本では同性婚が法制化されていません。事実婚も含め、法律婚以外のパートナーは法定相続権を持ちません。だからこそ事前の備えが重要です。

## 何もしないと相続できない

戸籍上の配偶者でないため、自動的には何も相続できず、故人に親や兄弟姉妹がいれば、財産はそちらへ流れます。

## 公正証書遺言が基本

備えの基本は、**公正証書遺言** で「全財産をパートナー○○に遺贈する」と明記し、遺言執行者を指定すること。兄弟姉妹には遺留分がないので、これだけで全財産を渡せます（子や親がいる場合は遺留分に注意）。

遺留分の割合は、配偶者・子なら法定相続分の1/2、親のみなら1/3、兄弟姉妹はなし。

## 保険・パートナーシップ証明

生命保険の受取人を「パートナー」に指定できる保険会社も増えてきました。自治体の **パートナーシップ証明** を取得しておくと、保険・医療同意の場面で有利です。

## 相続税の注意

相続税は、配偶者控除（1.6億円）が使えず、2割加算もかかります。早めに税理士へ相談を。

> 法律が追いついていない部分は、遺言・契約・公的書類で意思を明確に残すことが、大切な人を守る一番の方法です。
",div
LIB-054,pension,50,iDeCo・確定拠出年金の遺族受取,請求しないと受け取れない,3,RN-D14-27,"iDeCo（個人型確定拠出年金）や企業型DCは、遺族が請求しないと受け取れません。残高があれば数百万円〜になることもあります。

## まず加入の有無を確認

まず確認したいのは、故人がiDeCoや企業型DCに加入していたか。通知書やネット口座、勤務先（または元勤務先）に問合せると確実です。受取人は本人指定があればその人、なければ配偶者→子→父母→孫の順になります。

## 請求の流れ

請求の流れは、運営管理機関（金融機関）に連絡して死亡一時金請求書を取り寄せ、戸籍謄本・死亡診断書のコピーなどを提出。1〜2か月で指定口座に振り込まれます。

## 期限を守る

注意したいのは期限。**死亡から5年以内** に請求しないと、相続財産扱いで税負担が増えます。5年以内なら「みなし相続財産」として、法定相続人 × 500万円までは非課税です。

## 加入機関がわからないとき

加入機関がわからない場合は、企業年金連合会（0570-02-2666）に照会できます。

> 「請求しないと受け取れない」のがDCの特徴。心当たりがあれば、必ず確認してください。
",private
LIB-055,pension,80,寡婦年金・死亡一時金とは,遺族年金が受けられないときの選択肢,3,RN-D14-40;RN-D14-41,"遺族基礎年金や遺族厚生年金が受け取れないとき、別の制度として「**寡婦年金**」「**死亡一時金**」があります。自営業や農業者の家庭で頼りになる制度です。

## 寡婦年金とは

**寡婦年金** は、国民年金保険料を10年以上納めた夫を亡くした妻（婚姻期間10年以上）が、60歳から65歳までの間、夫の老齢基礎年金の3/4程度を受け取れる制度。請求期限は5年です。

## 死亡一時金とは

**死亡一時金** は、36か月以上保険料を納めた人が老齢基礎年金を受けずに亡くなった場合の遺族に、12〜32万円が一回限り支給される制度。請求期限は2年です。

## どちらを選ぶか

どちらかしか選べないため、慎重な判断が必要です。一般的に寡婦年金のほうが受取総額は多くなりますが、60歳まで待つ必要があります。

請求先は、市町村役場の国民年金窓口または年金事務所。年金請求書、戸籍謄本、住民票、振込先口座の通帳が基本書類です。

> 「遺族年金がもらえない」と諦めず、まず年金事務所に他の選択肢を確認してください。
",private
LIB-056,tax,30,生命保険金と相続税：非課税枠の使い方,節税効果が大きい制度,3,RN-D14-11,"生命保険金は、相続税の計算で大きな非課税枠が用意されています。知っているだけで税金の負担が大きく変わります。

## 非課税枠の計算

非課税枠は **500万円 × 法定相続人の数**。妻と子2人なら1,500万円までが非課税です。ただし、受取人が法定相続人でないと（孫など）、非課税枠は使えません。受取人が「相続人」と指定されていれば対象になります。

## 契約形態で税金が変わる

契約形態によって課税の種類が変わります。契約者・被保険者が故人で受取人が相続人なら相続税。契約者が妻で被保険者が夫、受取人が妻なら所得税。契約者が夫で被保険者が妻、受取人が子なら贈与税となります。

## 「揉めない財産」として

死亡保険金は遺産分割の対象外（受取人固有の権利）なので、「揉めない財産」として活用されることもあります。相続放棄した人は非課税枠を使えませんが、受取自体は可能です。

> 保険金は「すぐに使えるお金」として葬儀費用や当座の生活費に充てられる貴重な財産。請求を後回しにしないでください。
",estate
LIB-057,daily,70,ペットの引取り先と新しい飼い主探し,残されたペットを大切に,3,,"故人が大切にしていたペットも、家族の一員。残された動物の行き先を考えることも、大切な手続きの一つです。

## 家族で話し合う

まずは家族で話し合い、引き取れるかを判断します。住居（ペット可か）、ライフスタイル、経済的負担、動物の高齢化に伴う介護を考慮してください。

## 引き取りが難しいとき

引き取りが難しい場合、選択肢は「親族・知人への譲渡」「動物保護団体」「里親募集サイト（ペットのおうち、ジモティー等）」「ペット信託」など。動物にとってストレスの少ない譲渡先を探してあげてください。

## 譲渡時の備え

引き取り時には、ワクチン接種証明書、病院の診察カード、フードや薬の情報、性格や好きなもののメモを添えるとスムーズです。

ペット保険に加入していた場合は、名義変更か解約手続きを。マイクロチップの飼い主情報も更新が必要です。

> ペットを手放すことは決して薄情ではありません。大切なのは「動物が幸せに過ごせる場所」を見つけてあげることです。
",pet
LIB-058,daily,90,NHK受信料・新聞の名義変更と解約,見落としがちな日常の契約,3,RN-D14-70;RN-D14-72,"NHK受信料・新聞は、毎月引き落とされている割に意識しにくい契約です。早めに整理することで、無駄な支出を抑えられます。

## NHKの解約

NHKは、受信機を撤去・廃棄したとき、または世帯がなくなったときに解約できます。NHKふれあいセンター（0120-151515）に連絡し、解約届を取り寄せて、死亡を証明する書類のコピーを添えて返送します。月の途中で解約しても日割り精算はありません。

## 新聞の解約

新聞は、販売店に直接電話するのが早いです。集金担当の方に伝えてもよく、月末締めで翌月から停止が一般的。

## その他の見落としやすい契約

その他、見落としやすい契約として、WOWOW（月2,530円）、スカパー（月2,000〜5,000円）、衛星放送、ケーブルTV、雑誌の定期購読、健康食品の定期購入などがあります。通帳とクレジットカード明細を3か月分チェックして、洗い出しましょう。

> 月額の積み重ねは年間数万円。「気づかないうちに引き落とされていた」が一番もったいない出費です。
",contracts
LIB-059,digital,40,暗号資産（ビットコイン等）の相続,デジタル資産を受け取るために,4,,"ビットコインなどの暗号資産は、近年相続トラブルが急増している分野です。「取り出せない」「税金だけかかる」を避けるために、知っておくべきことがあります。

## 国内取引所の場合

国内取引所（Coincheck、bitFlyer等）の場合は、取引所に死亡を連絡して相続手続きに進みます。戸籍謄本などを提出すれば、通常は法定通貨（日本円）に換算して受け取れます。

## 海外取引所・自己管理ウォレット

問題は **海外取引所や自己管理ウォレット**。秘密鍵（パスフレーズ）がないと、永久に取り出せません。12〜24個の単語列が一般的で、紙やメタルプレートに記載されていることが多いので、終活ノートや金庫を徹底的に探してください。

メールの履歴で「Coinbase」「Binance」「Ledger」を検索したり、ハードウェアウォレット（USB状の装置）を探したりするのも有効です。

## 相続税は容赦ない

相続税は **死亡日時点の時価で課税** されるため、取り出せなくても税金はかかります。価格変動が激しいので、暗号資産に詳しい税理士に必ず相談してください。

> 「故人が持っていたかも」と心当たりがあれば、まずメールやスマホを徹底的に探してください。
",money
LIB-060,grief,40,配偶者を失ったあとの睡眠と食事,からだを整えることもケアの一部,3,,"大切な人を亡くしたあと、眠れない・食べられないのは当たり前のこと。「気合いが足りない」のではなく、心と体が悲しみを処理している証です。

## 眠れないとき

眠れないとき、まず「眠れない自分」を責めないでください。横になって体を休めるだけでも回復します。寝室を変える、布団を変えるのも有効です。1か月以上続くなら、心療内科に相談を。

## 食べられないとき

食べられないときは、一度の量を減らして回数を増やす、おかゆ・ヨーグルト・果物など食べやすいものから少しずつ。水分は意識的に摂ってください（脱水は回復を遅らせます）。

## 体を整える小さな工夫

朝はカーテンを開けて光を浴びる、短時間でも外に出る、温かい飲み物をゆっくり飲む。小さな積み重ねが、体を整えてくれます。配食サービスや家事代行、訪問看護なども遠慮なく頼ってください。

## 危険なサイン

2週間以上眠れない・食べられない、自分を傷つけたい気持ち、「早く逝きたい」が強い——そんなときは、よりそいホットライン（**0120-279-338**、24時間無料）へ。

> 「ご飯を食べる」「眠る」だけで十分えらい。それでいいんです。
",self
LIB-061,admin,10,死亡診断書のコピーは何枚必要か,原本は1枚。早めにコピーを,2,RN-H24-02,"死亡診断書（または死体検案書）は、亡くなったあとに最初に受け取る重要書類。原本は1通しか発行されず、提出すると戻ってきません。

## 提出前にコピーを

ご自身でやっておきたいのは、役所に提出する前に **最低でも10枚** コピーを取ること。A3サイズで、できればカラーコピーが理想です。

## どこで使うか

このコピーは、生命保険・共済の請求、銀行口座の解約、不動産の相続登記、年金の手続き、勤務先への提出、各種会員サービスの解約など、あらゆる場面で求められます。

## 足りなくなったら

万一足りなくなっても、医療機関で再発行可能（数千円）。法務局で「死亡届出書記載事項証明書」として取得することもできますが、時間がかかります。

> 「あとで困った」という相談がとても多い書類。封筒に入れて家族で共有しておくと安心です。
",start
LIB-062,admin,20,健康保険証はいつまでに返却するか,社保・国保で返却先が異なる,2,RN-D14-02;RN-D14-23;RN-D7-30,"健康保険証は、亡くなった日から速やかに返却が必要です。返却先は加入していた保険によって異なります。

## 返却先

会社員（健康保険）なら故人の **勤務先**（人事・総務）へ。自営業・無職（国民健康保険）と75歳以上（後期高齢者医療）は、市町村役場の窓口へ。いずれも14日以内が目安です。

## 葬祭費・埋葬料を忘れずに

返却時に、葬祭費・埋葬料（5万円程度）の請求を忘れずに。**申請しないともらえないお金** です。同時に、高額療養費の還付や介護保険料の精算も確認できます。

## 世帯主・被扶養者の手続き

故人が世帯主だった場合は、世帯主変更も必要です。被扶養者だった配偶者は、国保への切替えか、家族の社保への加入手続きが発生します。

> 返却と同時に「葬祭費はありますか」と聞くのが効率的。5万円が戻ってくる手続きを忘れずに。
",ret
